Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle    1:     running  2      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle    2:     running  1      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle    3:     blocked  2    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle    4:     blocked  1    blocked  2    running 14  unstarted  0  unstarted  0.
Before cycle    5:       ready  0    blocked  1    running 13  unstarted  0  unstarted  0.
Before cycle    6:       ready  0      ready  0    running 12  unstarted  0  unstarted  0.
Before cycle    7:       ready  0      ready  0    running 11  unstarted  0  unstarted  0.
Before cycle    8:       ready  0      ready  0    running 10  unstarted  0  unstarted  0.
Before cycle    9:       ready  0      ready  0    running  9  unstarted  0  unstarted  0.
Before cycle   10:       ready  0      ready  0    running  8  unstarted  0  unstarted  0.
Before cycle   11:       ready  0      ready  0    running  7  unstarted  0  unstarted  0.
Before cycle   12:       ready  0      ready  0    running  6  unstarted  0  unstarted  0.
Before cycle   13:       ready  0      ready  0    running  5  unstarted  0  unstarted  0.
Before cycle   14:       ready  0      ready  0    running  4  unstarted  0  unstarted  0.
Before cycle   15:       ready  0      ready  0    running  3  unstarted  0  unstarted  0.
Before cycle   16:       ready  0      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   17:       ready  0      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   18:       ready  0    running  2    blocked  2  unstarted  0  unstarted  0.
Before cycle   19:       ready  0    running  1    blocked  1  unstarted  0  unstarted  0.
Before cycle   20:       ready  0    blocked  1    running 10  unstarted  0  unstarted  0.
Before cycle   21:       ready  0      ready  0    running  9  unstarted  0  unstarted  0.
Before cycle   22:       ready  0      ready  0    running  8  unstarted  0  unstarted  0.
Before cycle   23:       ready  0      ready  0    running  7  unstarted  0  unstarted  0.
Before cycle   24:       ready  0      ready  0    running  6  unstarted  0  unstarted  0.
Before cycle   25:       ready  0      ready  0    running  5  unstarted  0  unstarted  0.
Before cycle   26:       ready  0      ready  0    running  4  unstarted  0  unstarted  0.
Before cycle   27:       ready  0      ready  0    running  3  unstarted  0  unstarted  0.
Before cycle   28:       ready  0      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   29:       ready  0      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   30:       ready  0    running  6    blocked  2  unstarted  0  unstarted  0.
Before cycle   31:       ready  0    running  5    blocked  1  unstarted  0  unstarted  0.
Before cycle   32:       ready  0    running  4      ready  0  unstarted  0  unstarted  0.
Before cycle   33:       ready  0    running  3      ready  0  unstarted  0  unstarted  0.
Before cycle   34:       ready  0    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle   35:       ready  0    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle   36:       ready  0    blocked  2    running 11  unstarted  0  unstarted  0.
Before cycle   37:       ready  0    blocked  1    running 10  unstarted  0  unstarted  0.
Before cycle   38:       ready  0      ready  0    running  9  unstarted  0  unstarted  0.
Before cycle   39:       ready  0      ready  0    running  8  unstarted  0  unstarted  0.
Before cycle   40:       ready  0      ready  0    running  7  unstarted  0  unstarted  0.
Before cycle   41:       ready  0      ready  0    running  6  unstarted  0  unstarted  0.
Before cycle   42:       ready  0      ready  0    running  5  unstarted  0  unstarted  0.
Before cycle   43:       ready  0      ready  0    running  4  unstarted  0  unstarted  0.
Before cycle   44:       ready  0      ready  0    running  3  unstarted  0  unstarted  0.
Before cycle   45:       ready  0      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   46:       ready  0      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   47:       ready  0    running  6    blocked  2  unstarted  0  unstarted  0.
Before cycle   48:       ready  0    running  5    blocked  1  unstarted  0  unstarted  0.
Before cycle   49:       ready  0    running  4      ready  0  unstarted  0  unstarted  0.
Before cycle   50:       ready  0    running  3      ready  0  unstarted  0  unstarted  0.
Before cycle   51:       ready  0    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle   52:       ready  0    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle   53:       ready  0    blocked  2    running  1  unstarted  0  unstarted  0.
Before cycle   54:     running  2    blocked  1    blocked  1  unstarted  0  unstarted  0.
Before cycle   55:     running  1      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle   56:     blocked  2    running  9      ready  0  unstarted  0  unstarted  0.
Before cycle   57:     blocked  1    running  8      ready  0  unstarted  0  unstarted  0.
Before cycle   58:       ready  0    running  7      ready  0  unstarted  0  unstarted  0.
Before cycle   59:       ready  0    running  6      ready  0  unstarted  0  unstarted  0.
Before cycle   60:       ready  0    running  5      ready  0  unstarted  0  unstarted  0.
